GenericName	SideeffectTerm	FrequencyRatingValue	
adapalene	drug ineffective	2
adapalene	photosensitivity reaction	4
adapalene	sunburn	4
adapalene	pruritus	4
dantrolene	asthenia	4
dantrolene	somnolence	5
dantrolene	feeling abnormal	4
dantrolene	tachycardia	4
dantrolene	infusion site pain	4
dantrolene	vomiting	4
dantrolene	pain in extremity	4
dantrolene	headache	4
dantrolene	dizziness	4
dantrolene	dysphagia	5
dantrolene	muscular weakness	4
dantrolene	atrioventricular block	4
dantrolene	dysphonia	4
dantrolene	vision blurred	4
dantrolene	nausea	4
dantrolene	flushing	5
sitaxentan	asthenia	4
sitaxentan	nasal congestion	4
sitaxentan	constipation	4
sitaxentan	dermatitis	2
sitaxentan	haemoptysis	4
sitaxentan	international normalised ratio increased	4
sitaxentan	diarrhoea	4
sitaxentan	menorrhagia	4
sitaxentan	insomnia	4
sitaxentan	oedema	4
sitaxentan	haematuria	3
sitaxentan	hepatitis	2
sitaxentan	vomiting	4
sitaxentan	haemoglobin	5
sitaxentan	abdominal pain upper	4
sitaxentan	headache	5
sitaxentan	dizziness	4
sitaxentan	prothrombin level increased	4
sitaxentan	gingival bleeding	4
sitaxentan	muscle spasms	4
sitaxentan	nausea	4
sitaxentan	fatigue	4
sitaxentan	haematoma	3
sitaxentan	flushing	4
sitaxentan	vaginal haemorrhage	3
sitaxentan	anaemia	3
sitaxentan	rash	2
sitaxentan	dyspepsia	4
sitaxentan	oedema peripheral	4
sitaxentan	haemorrhage	5
sitaxentan	epistaxis	4
sorafenib	blood bilirubin increased	3
sorafenib	jaundice	3
sorafenib	asthenia	5
sorafenib	decreased appetite	5
sorafenib	leukopenia	5
sorafenib	hyperkeratosis	4
sorafenib	hyponatraemia	4
sorafenib	dry skin	4
sorafenib	constipation	4
sorafenib	pneumonia	3
sorafenib	dermatitis	5
sorafenib	renal failure	4
sorafenib	nasopharyngitis	4
sorafenib	cerebral haemorrhage	5
sorafenib	hypophosphataemia	5
sorafenib	erythema	5
sorafenib	urticaria	3
sorafenib	erythema multiforme	3
sorafenib	diarrhoea	5
sorafenib	pancreatitis	3
sorafenib	skin exfoliation	4
sorafenib	dyspnoea	4
sorafenib	hypersensitivity	3
sorafenib	folliculitis	4
sorafenib	myocardial ischaemia	4
sorafenib	lipase increased	5
sorafenib	myalgia	4
sorafenib	neutropenia	4
sorafenib	pain	5
sorafenib	tinnitus	3
sorafenib	respiratory distress	3
sorafenib	dehydration	3
sorafenib	glossodynia	4
sorafenib	dysgeusia	4
sorafenib	hypertension	4
sorafenib	protein urine present	4
sorafenib	vomiting	4
sorafenib	amylase increased	5
sorafenib	haemoglobin	5
sorafenib	weight decreased	4
sorafenib	hypoalbuminaemia	5
sorafenib	headache	4
sorafenib	anaphylactic shock	3
sorafenib	mucosal inflammation	4
sorafenib	gastritis	3
sorafenib	body temperature increased	5
sorafenib	thrombocytopenia	4
sorafenib	dysphagia	4
sorafenib	lymphopenia	5
sorafenib	eczema	3
sorafenib	hepatic failure	2
sorafenib	dry mouth	4
sorafenib	rhinorrhoea	4
sorafenib	dysphonia	4
sorafenib	hypothyroidism	4
sorafenib	muscle spasms	4
sorafenib	nausea	4
sorafenib	dermatitis exfoliative	4
sorafenib	cardiac failure congestive	4
sorafenib	influenza like illness	4
sorafenib	infection	5
sorafenib	nephrotic syndrome	2
sorafenib	fatigue	4
sorafenib	arthralgia	5
sorafenib	flushing	4
sorafenib	interstitial lung disease	3
sorafenib	hypokalaemia	4
sorafenib	anaemia	4
sorafenib	alopecia	4
sorafenib	stomatitis	4
sorafenib	hyperthyroidism	3
sorafenib	cholecystitis	4
sorafenib	rash	5
sorafenib	dyspepsia	4
sorafenib	haemorrhage	5
sorafenib	infarction	4
sorafenib	erectile dysfunction	4
sorafenib	musculoskeletal discomfort	5
sorafenib	gynaecomastia	3
sorafenib	proteinuria	4
sorafenib	pruritus	4
sorafenib	hypocalcaemia	4
abarelix	asthenia	4
abarelix	breast pain	5
abarelix	constipation	5
abarelix	hot flush	5
abarelix	pollakiuria	4
abarelix	diarrhoea	5
abarelix	pain	5
abarelix	urinary retention	4
abarelix	sleep disorder	5
abarelix	upper respiratory tract infection	5
abarelix	urinary tract infection	4
abarelix	headache	5
abarelix	dizziness	5
abarelix	breast enlargement	5
abarelix	back pain	5
abarelix	nausea	4
abarelix	fatigue	4
abarelix	menopausal symptoms	5
abarelix	dysuria	4
abarelix	oedema peripheral	5
telbivudine	asthenia	4
telbivudine	feeling abnormal	5
telbivudine	dermatitis	4
telbivudine	blood creatine phosphokinase increased	4
telbivudine	nasopharyngitis	4
telbivudine	laryngeal pain	4
telbivudine	diarrhoea	4
telbivudine	insomnia	4
telbivudine	cough	4
telbivudine	myalgia	4
telbivudine	neutropenia	3
telbivudine	abdominal distension	4
telbivudine	alanine aminotransferase increased	4
telbivudine	upper respiratory tract infection	5
telbivudine	ill-defined disorder	5
telbivudine	vomiting	4
telbivudine	abdominal pain upper	4
telbivudine	headache	4
telbivudine	gastritis	3
telbivudine	body temperature increased	4
telbivudine	dizziness	4
telbivudine	thrombocytopenia	3
telbivudine	procedural pain	4
telbivudine	back pain	4
telbivudine	rhinorrhoea	4
telbivudine	nausea	4
telbivudine	influenza like illness	4
telbivudine	discomfort	5
telbivudine	fatigue	4
telbivudine	arthralgia	4
telbivudine	gastrointestinal pain	4
telbivudine	rash	4
telbivudine	malaise	5
telbivudine	dyspepsia	4
telbivudine	abdominal pain	4
telbivudine	musculoskeletal discomfort	4
telbivudine	pruritus	4
lansoprazole	asthenia	4
lansoprazole	injection site reaction	4
lansoprazole	paraesthesia	4
lansoprazole	constipation	4
lansoprazole	pharyngitis	4
lansoprazole	flatulence	4
lansoprazole	rhinitis	4
lansoprazole	eosinophilia	4
lansoprazole	diarrhoea	4
lansoprazole	alanine aminotransferase increased	4
lansoprazole	laboratory test abnormal	4
lansoprazole	dysgeusia	4
lansoprazole	oesophagitis	4
lansoprazole	injection site pain	4
lansoprazole	headache	4
lansoprazole	gastritis	4
lansoprazole	dizziness	4
lansoprazole	nausea	4
lansoprazole	gastrointestinal pain	4
lansoprazole	abdominal pain	4
lansoprazole	visual impairment	4
dabigatran.etexilate	dermatitis	3
dabigatran.etexilate	haemoptysis	3
dabigatran.etexilate	bronchospasm	3
dabigatran.etexilate	urticaria	3
dabigatran.etexilate	hepatobiliary disease	3
dabigatran.etexilate	injection site haemorrhage	2
dabigatran.etexilate	hepatic function abnormal	3
dabigatran.etexilate	haematuria	3
dabigatran.etexilate	haemorrhage intracranial	3
dabigatran.etexilate	oesophageal ulcer	3
dabigatran.etexilate	haemoglobin	3
dabigatran.etexilate	thrombocytopenia	3
dabigatran.etexilate	dysphagia	3
dabigatran.etexilate	drug hypersensitivity	3
dabigatran.etexilate	gastrointestinal ulcer	3
dabigatran.etexilate	haematoma	3
dabigatran.etexilate	rash	3
dabigatran.etexilate	angioedema	3
dabigatran.etexilate	haemorrhage	3
dabigatran.etexilate	pruritus	3
dihydrocodeine	somnolence	4
dihydrocodeine	paraesthesia	3
dihydrocodeine	constipation	4
dihydrocodeine	feeling abnormal	3
dihydrocodeine	hallucination	3
dihydrocodeine	dermatitis	3
dihydrocodeine	urticaria	3
dihydrocodeine	diarrhoea	3
dihydrocodeine	dyspnoea	3
dihydrocodeine	confusional state	3
dihydrocodeine	dysphoria	3
dihydrocodeine	withdrawal syndrome	3
dihydrocodeine	urinary retention	3
dihydrocodeine	vertigo	3
dihydrocodeine	hyperhidrosis	3
dihydrocodeine	vomiting	4
dihydrocodeine	pulmonary function test decreased	3
dihydrocodeine	ileus paralytic	3
dihydrocodeine	headache	3
dihydrocodeine	hepatic enzyme increased	3
dihydrocodeine	biliary colic	3
dihydrocodeine	dizziness	3
dihydrocodeine	affect lability	3
dihydrocodeine	dry mouth	4
dihydrocodeine	nausea	4
dihydrocodeine	respiratory depression	3
dihydrocodeine	gastrointestinal pain	4
dihydrocodeine	rash	3
dihydrocodeine	abdominal pain	4
dihydrocodeine	angioedema	3
dihydrocodeine	mood swings	3
dihydrocodeine	hypotension	3
dihydrocodeine	pruritus	3
boceprevir	aggression	3
boceprevir	candida infection	3
boceprevir	bipolar disorder	2
boceprevir	asthenia	5
boceprevir	decreased appetite	5
boceprevir	haemorrhoids	4
boceprevir	fungal skin infection	3
boceprevir	tongue ulceration	3
boceprevir	rectal haemorrhage	3
boceprevir	leukopenia	4
boceprevir	abdominal pain lower	3
boceprevir	arthritis	3
boceprevir	nodule	2
boceprevir	peripheral coldness	3
boceprevir	dry skin	5
boceprevir	thyroid neoplasm	2
boceprevir	loss of consciousness	4
boceprevir	paraesthesia	4
boceprevir	nasal congestion	4
boceprevir	completed suicide	2
boceprevir	constipation	4
boceprevir	feeling abnormal	4
boceprevir	cardiovascular disorder	3
boceprevir	pharyngitis	3
boceprevir	cheilitis	4
boceprevir	colitis	3
boceprevir	anxiety	5
boceprevir	pneumonia	3
boceprevir	bronchitis	4
boceprevir	pleuritic pain	3
boceprevir	hyperaesthesia	3
boceprevir	disturbance in attention	4
boceprevir	dry eye	4
boceprevir	dermatitis	5
boceprevir	endophthalmitis	3
boceprevir	chest pain	4
boceprevir	encephalopathy	2
boceprevir	nasopharyngitis	3
boceprevir	erythema	4
boceprevir	glossitis	3
boceprevir	sinusitis	4
boceprevir	parosmia	4
boceprevir	onychomycosis	3
boceprevir	syncope	4
boceprevir	pollakiuria	4
boceprevir	flatulence	4
boceprevir	rhinitis	3
boceprevir	urticaria	3
boceprevir	pruritus genital	3
boceprevir	flat affect	3
boceprevir	lymphadenopathy	3
boceprevir	non-cardiac chest pain	3
boceprevir	odynophagia	3
boceprevir	herpes simplex	4
boceprevir	psychotic disorder	3
boceprevir	diarrhoea	5
boceprevir	respiratory tract infection	3
boceprevir	pancreatitis	3
boceprevir	tachycardia	3
boceprevir	atrial fibrillation	2
boceprevir	palpitations	4
boceprevir	dyspnoea	5
boceprevir	menorrhagia	3
boceprevir	skin infection	3
boceprevir	sinus congestion	4
boceprevir	oral pain	4
boceprevir	photophobia	3
boceprevir	insomnia	5
boceprevir	confusional state	3
boceprevir	metrorrhagia	3
boceprevir	gastrooesophageal reflux disease	4
boceprevir	cough	5
boceprevir	gastroenteritis	3
boceprevir	rash macular	4
boceprevir	myalgia	5
boceprevir	blood uric acid increased	4
boceprevir	conjunctival haemorrhage	3
boceprevir	gingivitis	3
boceprevir	anger	3
boceprevir	neutropenia	5
boceprevir	abdominal distension	4
boceprevir	pain	4
boceprevir	musculoskeletal chest pain	3
boceprevir	respiratory tract congestion	4
boceprevir	tinnitus	4
boceprevir	gout	3
boceprevir	lethargy	3
boceprevir	diabetes mellitus	3
boceprevir	anal pruritus	3
boceprevir	mental disability	3
boceprevir	joint swelling	3
boceprevir	lacrimation increased	3
boceprevir	sleep disorder	4
boceprevir	wheezing	4
boceprevir	agranulocytosis	4
boceprevir	pericarditis	2
boceprevir	impaired healing	3
boceprevir	nocturia	3
boceprevir	dehydration	4
boceprevir	glossodynia	4
boceprevir	neuralgia	3
boceprevir	pancytopenia	4
boceprevir	presyncope	3
boceprevir	venous thrombosis	2
boceprevir	dysgeusia	5
boceprevir	hypertension	4
boceprevir	musculoskeletal pain	3
boceprevir	vertigo	4
boceprevir	otitis media	2
boceprevir	apathy	3
boceprevir	influenza	4
boceprevir	ill-defined disorder	4
boceprevir	pulmonary embolism	3
boceprevir	hyperhidrosis	4
boceprevir	conjunctivitis	3
boceprevir	vomiting	5
boceprevir	blood triglycerides increased	4
boceprevir	prurigo	4
boceprevir	weight decreased	5
boceprevir	cellulitis	4
boceprevir	ocular hyperaemia	3
boceprevir	eye swelling	3
boceprevir	dry throat	3
boceprevir	skin ulcer	3
boceprevir	urinary tract infection	3
boceprevir	abdominal pain upper	4
boceprevir	pain in extremity	4
boceprevir	cerebral ischaemia	2
boceprevir	headache	5
boceprevir	neuropathy peripheral	3
boceprevir	rash erythematous	4
boceprevir	ear infection	3
boceprevir	papilloedema	2
boceprevir	arrhythmia	3
boceprevir	gastritis	3
boceprevir	paranoia	3
boceprevir	body temperature increased	5
boceprevir	goitre	4
boceprevir	dizziness	5
boceprevir	thrombocytopenia	4
boceprevir	hypoaesthesia	4
boceprevir	optic neuritis	2
boceprevir	dysphagia	3
boceprevir	sepsis	2
boceprevir	memory impairment	4
boceprevir	amnesia	4
boceprevir	lymphopenia	3
boceprevir	abdominal discomfort	4
boceprevir	affect lability	4
boceprevir	bipolar i disorder	2
boceprevir	agitation	4
boceprevir	eczema	4
boceprevir	migraine	4
boceprevir	coronary artery disease	2
boceprevir	oropharyngeal pain	4
boceprevir	muscular weakness	4
boceprevir	acute myocardial infarction	2
boceprevir	gingival bleeding	3
boceprevir	deafness	3
boceprevir	dry mouth	5
boceprevir	suicide attempt	2
boceprevir	back pain	4
boceprevir	dysphonia	3
boceprevir	hypothyroidism	4
boceprevir	hypertriglyceridaemia	4
boceprevir	muscle spasms	4
boceprevir	vision blurred	4
boceprevir	nausea	5
boceprevir	shock	4
boceprevir	neck pain	4
boceprevir	depression	5
boceprevir	influenza like illness	5
boceprevir	cognitive disorder	3
boceprevir	psoriasis	4
boceprevir	eyelid oedema	3
boceprevir	discomfort	4
boceprevir	fatigue	5
boceprevir	arthralgia	5
boceprevir	pericardial effusion	2
boceprevir	bone pain	3
boceprevir	hyperglycaemia	4
boceprevir	irritability	5
boceprevir	tooth disorder	4
boceprevir	flushing	3
boceprevir	cardiac murmur	3
boceprevir	gastrointestinal pain	4
boceprevir	salivary hypersecretion	3
boceprevir	chills	5
boceprevir	abnormal behaviour	3
boceprevir	hypokalaemia	3
boceprevir	anaemia	5
boceprevir	alopecia	5
boceprevir	eye pruritus	3
boceprevir	staphylococcal infection	3
boceprevir	stomatitis	4
boceprevir	pallor	3
boceprevir	hyperthyroidism	3
boceprevir	rash maculo-papular	4
boceprevir	cholecystitis	2
boceprevir	amenorrhoea	3
boceprevir	rash	5
boceprevir	respiratory failure	2
boceprevir	hyperuricaemia	4
boceprevir	malaise	4
boceprevir	dyspepsia	4
boceprevir	hypercalcaemia	3
boceprevir	abdominal pain	4
boceprevir	retinal disorder	3
boceprevir	eye pain	3
boceprevir	anorectal discomfort	4
boceprevir	chest discomfort	4
boceprevir	faeces discoloured	3
boceprevir	dysuria	3
boceprevir	oedema peripheral	4
boceprevir	mood swings	4
boceprevir	hypotension	4
boceprevir	photosensitivity reaction	3
boceprevir	gingival pain	3
boceprevir	haemorrhagic disorder	3
boceprevir	suicidal ideation	3
boceprevir	dyspnoea exertional	4
boceprevir	mouth ulceration	4
boceprevir	erectile dysfunction	4
boceprevir	hyperbilirubinaemia	3
boceprevir	musculoskeletal discomfort	5
boceprevir	panic attack	3
boceprevir	epistaxis	4
boceprevir	skin lesion	4
boceprevir	tongue discolouration	3
boceprevir	pruritus	5
boceprevir	libido disorder	4
boceprevir	deep vein thrombosis	3
boceprevir	rash papular	4
boceprevir	proctalgia	3
boceprevir	night sweats	4
boceprevir	visual impairment	4
bimatoprost	asthenia	4
bimatoprost	eye discharge	4
bimatoprost	skin hyperpigmentation	4
bimatoprost	dry eye	4
bimatoprost	asthenopia	4
bimatoprost	nasopharyngitis	3
bimatoprost	rhinitis	3
bimatoprost	keratitis	4
bimatoprost	photophobia	4
bimatoprost	pain	4
bimatoprost	lacrimation increased	4
bimatoprost	blepharospasm	3
bimatoprost	upper respiratory tract infection	3
bimatoprost	hypertension	4
bimatoprost	vertigo	3
bimatoprost	cataract	4
bimatoprost	erythema of eyelid	4
bimatoprost	headache	4
bimatoprost	sensation of foreign body	4
bimatoprost	dizziness	3
bimatoprost	corneal erosion	4
bimatoprost	eye irritation	4
bimatoprost	vision blurred	4
bimatoprost	depression	3
bimatoprost	infection	3
bimatoprost	eyelid oedema	3
bimatoprost	punctate keratitis	4
bimatoprost	eye pruritus	5
bimatoprost	retinal haemorrhage	3
bimatoprost	eye pain	4
bimatoprost	blepharitis	4
bimatoprost	iritis	3
bimatoprost	conjunctival hyperaemia	5
bimatoprost	conjunctival oedema	4
bimatoprost	pruritus	5
bimatoprost	hirsutism	4
bimatoprost	conjunctivitis allergic	4
bimatoprost	visual impairment	4
fludarabine	transient ischaemic attack	3
fludarabine	blood lactate dehydrogenase increased	4
fludarabine	asthenia	5
fludarabine	decreased appetite	5
fludarabine	alveolitis allergic	4
fludarabine	hypoxia	3
fludarabine	paraesthesia	4
fludarabine	constipation	4
fludarabine	feeling abnormal	4
fludarabine	pharyngitis	4
fludarabine	pneumonia	5
fludarabine	bronchitis	4
fludarabine	dermatitis	4
fludarabine	chest pain	4
fludarabine	renal failure	3
fludarabine	cholelithiasis	4
fludarabine	haemoptysis	4
fludarabine	tumour lysis syndrome	3
fludarabine	sinusitis	4
fludarabine	seborrhoeic dermatitis	3
fludarabine	rhinitis	4
fludarabine	herpes simplex	4
fludarabine	gastrointestinal haemorrhage	4
fludarabine	myocardial infarction	4
fludarabine	diarrhoea	4
fludarabine	dyspnoea	4
fludarabine	oedema	5
fludarabine	skin disorder	4
fludarabine	cough	4
fludarabine	myalgia	5
fludarabine	pain	5
fludarabine	sleep disorder	4
fludarabine	dehydration	3
fludarabine	phlebitis	4
fludarabine	haematuria	4
fludarabine	upper respiratory tract infection	5
fludarabine	aneurysm	3
fludarabine	protein urine present	3
fludarabine	influenza	4
fludarabine	ill-defined disorder	4
fludarabine	osteoporosis	4
fludarabine	hyperhidrosis	4
fludarabine	vomiting	5
fludarabine	oesophagitis	4
fludarabine	haemoglobin	3
fludarabine	weight decreased	4
fludarabine	urinary tract infection	4
fludarabine	headache	4
fludarabine	anaphylactic shock	3
fludarabine	mucosal inflammation	4
fludarabine	arrhythmia	4
fludarabine	body temperature increased	5
fludarabine	dysphagia	3
fludarabine	hepatic failure	3
fludarabine	supraventricular tachycardia	4
fludarabine	deafness	4
fludarabine	cerebrovascular accident	4
fludarabine	nervous system disorder	3
fludarabine	back pain	4
fludarabine	nausea	5
fludarabine	cardiac failure congestive	4
fludarabine	infection	5
fludarabine	angina pectoris	4
fludarabine	urinary hesitation	4
fludarabine	discomfort	4
fludarabine	fatigue	5
fludarabine	arthralgia	3
fludarabine	acute coronary syndrome	4
fludarabine	hyperglycaemia	4
fludarabine	gastrointestinal pain	4
fludarabine	chills	5
fludarabine	alopecia	4
fludarabine	stomatitis	4
fludarabine	rash	4
fludarabine	malaise	4
fludarabine	abdominal pain	4
fludarabine	dysuria	4
fludarabine	oedema peripheral	4
fludarabine	haemorrhage	3
fludarabine	liver function test abnormal	4
fludarabine	musculoskeletal discomfort	4
fludarabine	epistaxis	3
fludarabine	cerebellar syndrome	3
fludarabine	proteinuria	3
fludarabine	pruritus	4
fludarabine	deep vein thrombosis	4
fludarabine	visual impairment	4
dextromethorphan	asthenia	4
dextromethorphan	somnolence	1
dextromethorphan	hallucination	1
dextromethorphan	vomiting	4
dextromethorphan	gastrointestinal disorder	4
dextromethorphan	dizziness	4
dextromethorphan	nausea	4
dextromethorphan	fatigue	4
clevidipine	atrial fibrillation	5
clevidipine	vomiting	4
clevidipine	headache	4
clevidipine	nausea	5
eplerenone	asthenia	4
eplerenone	pulmonary oedema	3
eplerenone	hyponatraemia	3
eplerenone	loss of consciousness	4
eplerenone	constipation	4
eplerenone	feeling abnormal	3
eplerenone	pharyngitis	3
eplerenone	renal failure	4
eplerenone	blood creatinine increased	3
eplerenone	syncope	4
eplerenone	flatulence	3
eplerenone	eosinophilia	3
eplerenone	myocardial infarction	4
eplerenone	diarrhoea	4
eplerenone	atrial fibrillation	3
eplerenone	insomnia	3
eplerenone	renal impairment	4
eplerenone	cough	4
eplerenone	diabetes mellitus	5
eplerenone	dehydration	4
eplerenone	albuminuria	4
eplerenone	protein urine present	5
eplerenone	musculoskeletal pain	4
eplerenone	blood glucose increased	3
eplerenone	ill-defined disorder	3
eplerenone	hyperhidrosis	3
eplerenone	hyperkalaemia	4
eplerenone	vomiting	3
eplerenone	blood triglycerides increased	4
eplerenone	headache	3
eplerenone	dizziness	4
eplerenone	hypoaesthesia	3
eplerenone	orthostatic hypotension	3
eplerenone	back pain	3
eplerenone	hypothyroidism	3
eplerenone	hypertriglyceridaemia	4
eplerenone	muscle spasms	4
eplerenone	nausea	4
eplerenone	shock	4
eplerenone	influenza like illness	4
eplerenone	infection	4
eplerenone	discomfort	3
eplerenone	fatigue	4
eplerenone	acute coronary syndrome	4
eplerenone	gastrointestinal pain	4
eplerenone	hypercholesterolaemia	4
eplerenone	cholecystitis	3
eplerenone	malaise	3
eplerenone	abdominal pain	4
eplerenone	hypotension	4
eplerenone	blood urea increased	4
eplerenone	proteinuria	5
eplerenone	pruritus	4
bazedoxifene	eye disorder	4
bazedoxifene	somnolence	4
bazedoxifene	hot flush	5
bazedoxifene	urticaria	4
bazedoxifene	hypersensitivity	4
bazedoxifene	alanine aminotransferase increased	4
bazedoxifene	pulmonary embolism	3
bazedoxifene	blood triglycerides increased	4
bazedoxifene	gastrointestinal disorder	3
bazedoxifene	dry mouth	4
bazedoxifene	muscle spasms	5
bazedoxifene	menopausal symptoms	5
bazedoxifene	oedema peripheral	4
bazedoxifene	deep vein thrombosis	3
maraviroc	paraesthesia	4
maraviroc	nasal congestion	4
maraviroc	constipation	4
maraviroc	anxiety	4
maraviroc	bronchitis	4
maraviroc	ulcer	4
maraviroc	dermatitis	4
maraviroc	erythema	4
maraviroc	sinusitis	4
maraviroc	bronchospasm	4
maraviroc	herpes virus infection	4
maraviroc	folliculitis	4
maraviroc	cough	5
maraviroc	benign neoplasm of skin	4
maraviroc	myalgia	4
maraviroc	pain	4
maraviroc	upper respiratory tract infection	5
maraviroc	otitis media	4
maraviroc	influenza	4
maraviroc	conjunctivitis	4
maraviroc	neuropathy peripheral	4
maraviroc	body temperature increased	5
maraviroc	dizziness	4
maraviroc	eczema	4
maraviroc	altered state of consciousness	4
maraviroc	respiration abnormal	4
maraviroc	lipodystrophy acquired	4
maraviroc	depression	4
maraviroc	respiratory disorder	4
maraviroc	discomfort	4
maraviroc	dizziness postural	4
maraviroc	gastrointestinal pain	4
maraviroc	dysaesthesia	4
maraviroc	eye infection	4
maraviroc	stomatitis	4
maraviroc	rash	4
maraviroc	abdominal pain	4
maraviroc	musculoskeletal discomfort	4
maraviroc	inflammation	4
maraviroc	pruritus	4
apomorphine	somnolence	5
apomorphine	feeling abnormal	5
apomorphine	dyskinesia	5
apomorphine	hallucination	5
apomorphine	chest pain	5
apomorphine	nasopharyngitis	5
apomorphine	yawning	5
apomorphine	confusional state	5
apomorphine	oedema	5
apomorphine	vomiting	5
apomorphine	swelling	5
apomorphine	dizziness	5
apomorphine	orthostatic hypotension	5
apomorphine	rhinorrhoea	5
apomorphine	nausea	5
apomorphine	angina pectoris	5
apomorphine	contusion	5
apomorphine	pruritus	4
piperacillin	blood bilirubin increased	2
piperacillin	jaundice	3
piperacillin	injection site reaction	3
piperacillin	constipation	3
piperacillin	dermatitis	4
piperacillin	renal failure	2
piperacillin	blood creatinine increased	3
piperacillin	stevens-johnson syndrome	1
piperacillin	urticaria	3
piperacillin	pseudomembranous colitis	2
piperacillin	diarrhoea	4
piperacillin	alanine aminotransferase increased	3
piperacillin	dermatitis bullous	2
piperacillin	phlebitis	3
piperacillin	hepatitis	2
piperacillin	blood alkaline phosphatase increased	2
piperacillin	vomiting	4
piperacillin	body temperature increased	3
piperacillin	tubulointerstitial nephritis	2
piperacillin	toxic epidermal necrolysis	1
piperacillin	gamma-glutamyltransferase increased	2
piperacillin	nausea	4
piperacillin	thrombophlebitis	3
piperacillin	arthralgia	2
piperacillin	flushing	2
piperacillin	gastrointestinal pain	2
piperacillin	chills	2
piperacillin	stomatitis	3
piperacillin	rash	4
piperacillin	dyspepsia	3
piperacillin	abdominal pain	2
piperacillin	hypotension	3
piperacillin	blood urea increased	1
piperacillin	musculoskeletal discomfort	2
piperacillin	aspartate aminotransferase increased	3
piperacillin	pruritus	3
pantoprazole	disorientation	2
pantoprazole	jaundice	1
pantoprazole	asthenia	4
pantoprazole	leukopenia	1
pantoprazole	hypomagnesaemia	2
pantoprazole	constipation	4
pantoprazole	feeling abnormal	2
pantoprazole	anxiety	1
pantoprazole	hallucination	2
pantoprazole	dermatitis	4
pantoprazole	chest pain	1
pantoprazole	hot flush	1
pantoprazole	liver injury	1
pantoprazole	stevens-johnson syndrome	1
pantoprazole	flatulence	4
pantoprazole	hepatocellular injury	1
pantoprazole	erythema multiforme	1
pantoprazole	diarrhoea	4
pantoprazole	dyspnoea	1
pantoprazole	hypersensitivity	3
pantoprazole	insomnia	4
pantoprazole	confusional state	2
pantoprazole	myalgia	1
pantoprazole	pain	4
pantoprazole	glossodynia	4
pantoprazole	dysgeusia	4
pantoprazole	conjunctivitis	1
pantoprazole	vomiting	4
pantoprazole	blood triglycerides increased	1
pantoprazole	abdominal pain upper	4
pantoprazole	headache	4
pantoprazole	hepatic enzyme increased	4
pantoprazole	dizziness	4
pantoprazole	thrombocytopenia	1
pantoprazole	sepsis	2
pantoprazole	hepatic failure	1
pantoprazole	tubulointerstitial nephritis	1
pantoprazole	dry mouth	2
pantoprazole	toxic epidermal necrolysis	1
pantoprazole	hypertriglyceridaemia	1
pantoprazole	vision blurred	3
pantoprazole	nausea	4
pantoprazole	depression	2
pantoprazole	fatigue	4
pantoprazole	arthralgia	3
pantoprazole	hyperglycaemia	4
pantoprazole	flushing	1
pantoprazole	anaemia	2
pantoprazole	menopausal symptoms	1
pantoprazole	stomatitis	4
pantoprazole	rash	4
pantoprazole	angioedema	2
pantoprazole	eructation	3
pantoprazole	photosensitivity reaction	1
pantoprazole	liver function test abnormal	4
pantoprazole	musculoskeletal discomfort	2
pantoprazole	pruritus	3
pamidronic.acid	candida infection	4
pamidronic.acid	asthenia	5
pamidronic.acid	decreased appetite	5
pamidronic.acid	pulmonary oedema	1
pamidronic.acid	leukopenia	3
pamidronic.acid	hypomagnesaemia	4
pamidronic.acid	somnolence	4
pamidronic.acid	loss of consciousness	4
pamidronic.acid	paraesthesia	4
pamidronic.acid	constipation	5
pamidronic.acid	feeling abnormal	3
pamidronic.acid	scleritis	1
pamidronic.acid	dermatitis	4
pamidronic.acid	blood creatinine increased	4
pamidronic.acid	hypophosphataemia	5
pamidronic.acid	erythema	4
pamidronic.acid	herpes zoster	1
pamidronic.acid	sinusitis	5
pamidronic.acid	induration	4
pamidronic.acid	bronchospasm	3
pamidronic.acid	syncope	4
pamidronic.acid	rhinitis	4
pamidronic.acid	cardiac failure	3
pamidronic.acid	infusion site reaction	4
pamidronic.acid	nephropathy	1
pamidronic.acid	herpes simplex	1
pamidronic.acid	gastrointestinal haemorrhage	4
pamidronic.acid	psychotic disorder	4
pamidronic.acid	diarrhoea	5
pamidronic.acid	tachycardia	4
pamidronic.acid	atrial fibrillation	4
pamidronic.acid	dyspnoea	3
pamidronic.acid	hypersensitivity	3
pamidronic.acid	insomnia	5
pamidronic.acid	confusional state	1
pamidronic.acid	oedema	2
pamidronic.acid	anaphylactoid reaction	3
pamidronic.acid	cough	5
pamidronic.acid	myalgia	5
pamidronic.acid	neutropenia	3
pamidronic.acid	pain	5
pamidronic.acid	pleural effusion	5
pamidronic.acid	lethargy	3
pamidronic.acid	agranulocytosis	5
pamidronic.acid	hepatic function abnormal	4
pamidronic.acid	phlebitis	4
pamidronic.acid	haematuria	1
pamidronic.acid	rales	4
pamidronic.acid	dysgeusia	4
pamidronic.acid	hypertension	4
pamidronic.acid	ill-defined disorder	5
pamidronic.acid	hyperkalaemia	1
pamidronic.acid	conjunctivitis	4
pamidronic.acid	vomiting	5
pamidronic.acid	haemoglobin	4
pamidronic.acid	urinary tract infection	5
pamidronic.acid	headache	5
pamidronic.acid	anaphylactic shock	2
